image_path,mask_path,category,architecture,defect_type,gradcam_path,ig_path,occlusion_path,gradientsshap_path
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_005.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_005_mask.png,hazelnut,vit,crack,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_005_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_005_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_005_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_005_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_006.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_006_mask.png,hazelnut,vit,crack,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_006_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_006_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_006_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_006_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_007.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_007_mask.png,hazelnut,vit,crack,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_007_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_007_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_007_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_007_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_008.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_008_mask.png,hazelnut,vit,crack,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_008_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_008_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_008_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_008_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_009.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_009_mask.png,hazelnut,vit,crack,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_009_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_009_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_009_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_009_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_010.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_010_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_010_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_010_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_010_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_010_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_011.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_011_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_011_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_011_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_011_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_011_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_012.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_012_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_012_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_012_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_012_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_012_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_013.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_013_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_013_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_013_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_013_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_013_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_014.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_014_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_014_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_014_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_014_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_014_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_015.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_015_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_015_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_015_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_015_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_015_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_016.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_016_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_016_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_016_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_016_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_016_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_017.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_017_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_017_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_017_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_017_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_017_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_018.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_018_mask.png,hazelnut,vit,cut,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_018_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_018_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_018_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_018_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_019.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_019_mask.png,hazelnut,vit,hole,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_019_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_019_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_019_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_019_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_020.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_020_mask.png,hazelnut,vit,hole,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_020_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_020_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_020_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_020_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_021.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_021_mask.png,hazelnut,vit,hole,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_021_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_021_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_021_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_021_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_022.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_022_mask.png,hazelnut,vit,hole,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_022_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_022_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_022_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_022_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_023.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_023_mask.png,hazelnut,vit,hole,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_023_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_023_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_023_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_023_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_024.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_024_mask.png,hazelnut,vit,hole,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_024_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_024_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_024_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_024_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_025.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_025_mask.png,hazelnut,vit,hole,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_025_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_025_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_025_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_025_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_027.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_027_mask.png,hazelnut,vit,hole,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_027_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_027_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_027_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_027_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_028.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_028_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_028_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_028_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_028_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_028_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_029.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_029_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_029_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_029_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_029_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_029_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_030.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_030_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_030_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_030_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_030_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_030_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_031.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_031_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_031_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_031_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_031_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_031_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_032.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_032_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_032_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_032_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_032_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_032_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_033.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_033_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_033_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_033_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_033_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_033_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_034.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_034_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_034_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_034_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_034_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_034_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_035.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_035_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_035_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_035_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_035_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_035_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\hazelnut\test\def\hazel_test_def_036.png,E:\Research\Code_Start\data\ground_truth_masks\hazelnut\test\hazel_test_def_036_mask.png,hazelnut,vit,print,E:\Research\Code_Start\xai_outputs\gradcam\hazelnut\vit\hazel_test_def_036_gradcam_vit.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\hazelnut\vit\hazel_test_def_036_ig_vit.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\hazelnut\vit\hazel_test_def_036_occlusion_vit.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\hazelnut\vit\hazel_test_def_036_gradientsshap_vit.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_001.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_001_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_001_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_001_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_001_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_001_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_003.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_003_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_003_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_003_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_003_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_003_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_005.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_005_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_005_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_005_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_005_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_005_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_006.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_006_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_006_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_006_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_006_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_006_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_007.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_007_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_007_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_007_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_007_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_007_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_008.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_008_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_008_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_008_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_008_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_008_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_009.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_009_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_009_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_009_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_009_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_009_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_010.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_010_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_010_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_010_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_010_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_010_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_011.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_011_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_011_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_011_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_011_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_011_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_012.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_012_mask.png,screw,resnet18,manipulated_front,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_012_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_012_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_012_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_012_gradientsshap_resnet18.npy
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_013.png,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_013_mask.png,screw,resnet18,scratch_head,E:\Research\Code_Start\xai_outputs\gradcam\screw\resnet18\screw_test_def_013_gradcam_resnet18.npy,E:\Research\Code_Start\xai_outputs\integrated_gradients\screw\resnet18\screw_test_def_013_ig_resnet18.npy,E:\Research\Code_Start\xai_outputs\occlusion_sensitivity\screw\resnet18\screw_test_def_013_occlusion_resnet18.npy,E:\Research\Code_Start\xai_outputs\gradientsshap\screw\resnet18\screw_test_def_013_gradientsshap_resnet18.npy
